employee,companyAlias,vote_mean,vote_mode,vote_min,vote_max,vote_count,qt_dias_diff_vote_min,likes_mean,likes_min,likes_max,dislikes_mean,dislikes_min,dislikes_max,qt_dias_diff_comment_max,qt_dias_diff_comment_median,commentId_count,rt_like_dislike,mean_stillExists_liked_comments,mean_stillExists_disliked_comments,numVotes_box-cox,qt_dias_diff_vote_max_box-cox,qt_dias_diff_vote_median_box-cox,qt_dias_diff_comment_min_box-cox,gender_Male,companyType_Service,lastParticipationDate,stillExists
518,56aec740f1ef260003e307d6,3.0727272727272728,3.0,3.0,4.0,55.0,1.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,1.0,1.0,4.343755867139952,9.950583271214557,6.944714942203737,3.0369589952669456,0,0,2017-03-20 00:00:00,1
7,56aec740f1ef260003e307d6,3.6538461538461537,4.0,1.0,4.0,52.0,1.0,5.0,1.0,19.0,2.1333333333333333,0.0,8.0,245.0,125.0,15.0,0.0,1.0,0.987012987012987,4.281510500607993,22.524377086939975,12.461383994020412,4.752179247880289,1,0,2017-03-17 00:00:00,1
8,56aec740f1ef260003e307d6,3.6071428571428568,4.0,2.0,4.0,28.0,1.0,6.2,1.0,13.0,0.0,0.0,0.0,327.0,168.0,5.0,2.0,1.0,1.0,3.612378346708319,21.958567362062674,14.269153769810327,4.206904028894147,1,0,2017-01-18 00:00:00,1
520,56aec740f1ef260003e307d6,3.619047619047618,4.0,2.0,4.0,21.0,6.0,11.666666666666664,4.0,23.0,1.6666666666666667,0.0,3.0,28.0,19.0,3.0,2.0,0.0,1.0,3.3144015119585197,9.010521033823137,6.719926852189878,2.731200154865026,0,0,2017-03-15 00:00:00,1
10,56aec740f1ef260003e307d6,3.4727272727272727,4.0,2.0,4.0,55.0,4.0,2.6666666666666665,0.0,5.0,3.333333333333333,0.0,9.0,388.0,351.0,3.0,0.0,1.0,1.0,4.343755867139952,23.399429812909116,13.827603743638052,6.134443935994793,0,0,2017-03-10 00:00:00,1
11,56aec740f1ef260003e307d6,3.5,3.0,3.0,4.0,10.0,1.0,4.625,1.0,17.0,0.25,0.0,1.0,111.0,87.5,8.0,2.0,1.0,1.0,2.5964075261838406,13.353897779536679,10.202167659055762,0.7049218821365549,1,0,2016-07-07 07:25:18,1
523,56aec740f1ef260003e307d6,2.647058823529412,2.0,1.0,4.0,17.0,4.0,5.857142857142858,1.0,14.0,1.7142857142857142,0.0,3.0,29.0,13.0,7.0,0.0,1.0,1.0,3.1018494924095155,9.278803929808367,6.719926852189878,1.8718616632464409,0,0,2017-03-16 00:00:00,1
12,56aec740f1ef260003e307d6,3.3823529411764706,4.0,1.0,4.0,68.0,10.0,4.172413793103448,0.0,15.0,2.034482758620689,0.0,17.0,399.0,351.0,29.0,0.0,0.96,0.9473684210526315,4.581354385530364,23.399429812909116,13.71938688570153,2.4359864343741005,0,0,2017-03-06 08:51:42,1
13,56aec740f1ef260003e307d6,2.6133333333333333,3.0,1.0,4.0,75.0,3.0,6.9767441860465125,1.0,24.0,2.581395348837209,0.0,13.0,403.0,269.0,43.0,0.0,0.782608695652174,0.9798994974874372,4.69216451199997,23.524189481262066,14.330614115013093,3.435882459828509,0,0,2017-03-20 11:28:45,1
16,56aec740f1ef260003e307d6,3.438202247191011,4.0,1.0,4.0,89.0,31.0,9.208333333333334,0.0,33.0,2.2638888888888893,0.0,16.0,372.0,274.0,72.0,0.0,0.8611111111111112,0.9608938547486033,4.8872818564091745,22.942149968829582,18.43817403302219,3.6975986257916875,0,0,2017-02-16 10:11:21,1
17,56aec740f1ef260003e307d6,3.6,4.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,154.0,154.0,1.0,2.0,0.6570527436627507,0.9166864577580643,2.0138510590549012,16.17210056655861,14.69150312715248,5.705028288166368,0,0,2016-07-21 23:00:00,1
529,56aec740f1ef260003e307d6,4.0,4.0,4.0,4.0,26.0,3.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.0,1.0,3.5347381374498585,9.010521033823137,6.999506157198901,3.0369589952669456,0,0,2017-03-20 00:00:00,1
18,56aec740f1ef260003e307d6,2.917159763313609,4.0,1.0,4.0,169.0,1.0,5.114503816793894,0.0,20.0,1.984732824427481,0.0,17.0,404.0,287.0,131.0,0.0,0.9142857142857143,0.9518459069020867,5.634449518393335,23.746383033824895,17.98153034168429,0.7049218821365549,1,0,2017-03-20 13:23:02,1
19,56aec740f1ef260003e307d6,2.6868686868686877,2.0,1.0,4.0,99.0,1.0,7.474747474747474,0.0,25.0,2.04040404040404,0.0,12.0,387.0,264.0,99.0,0.0,0.9230769230769231,0.963985594237695,5.009638257511512,23.09602639876522,18.126114545551804,0.0,1,0,2017-03-08 14:04:39,1
531,56aec740f1ef260003e307d6,3.555555555555556,4.0,3.0,4.0,18.0,1.0,10.75,7.0,19.0,0.25,0.0,1.0,9.0,7.5,4.0,2.0,1.0,1.0,3.1587743149871175,6.081137671372041,3.715615475877144,0.0,1,0,2017-03-18 00:00:00,1
20,56aec740f1ef260003e307d6,3.424657534246576,4.0,2.0,4.0,73.0,74.0,5.591549295774648,0.0,14.0,1.1690140845070425,0.0,9.0,284.0,176.0,71.0,0.0,0.8648648648648649,0.9767441860465116,4.661530286771687,20.33720284314579,15.376484079732812,4.7859113367400825,1,0,2016-11-15 12:38:40,1
21,56aec740f1ef260003e307d6,2.5473684210526315,3.0,1.0,4.0,190.0,5.0,5.431818181818182,0.0,40.0,1.681818181818182,0.0,8.0,374.0,219.0,44.0,0.0,1.0,0.9452054794520548,5.773454179709262,23.374362558796275,16.85190112018486,2.542796068063194,0,0,2017-03-14 00:00:00,1
22,56aec740f1ef260003e307d6,2.5303030303030303,3.0,1.0,4.0,66.0,3.0,8.866666666666667,1.0,23.0,2.466666666666667,0.0,9.0,145.0,95.0,15.0,0.0,0.8,0.8666666666666667,4.547726107730136,17.10518326736424,11.62068188934956,1.67387509418596,0,0,2016-08-13 23:00:00,0
23,56aec740f1ef260003e307d6,3.2363636363636363,3.0,2.0,4.0,55.0,22.0,5.166666666666667,1.0,10.0,0.6666666666666666,0.0,2.0,397.0,351.0,6.0,2.0,1.0,0.9682539682539683,4.343755867139952,23.47440031551035,19.889842166140788,6.134443935994793,0,0,2017-03-09 06:35:49,1
25,56aec740f1ef260003e307d6,2.393939393939394,1.0,1.0,4.0,99.0,1.0,20.0,12.0,25.0,0.0,0.0,0.0,46.0,46.0,1.0,2.0,1.0,1.0,5.009638257511512,22.6298606973349,8.65217062943817,4.206904028894147,0,0,2017-03-20 00:00:00,1
26,56aec740f1ef260003e307d6,2.371647509578544,3.0,1.0,4.0,261.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,374.0,351.0,1.0,2.0,0.7857142857142857,1.0,6.153925355306907,23.746383033824895,15.914504926362666,6.134443935994793,1,0,2017-03-20 00:00:00,1
538,56aec740f1ef260003e307d6,4.0,4.0,4.0,4.0,13.0,1.0,7.2,2.0,16.0,0.9,0.0,5.0,13.0,8.0,10.0,2.0,1.0,1.0,2.8408268910805474,4.57279843920782,3.1070270291444952,0.7049218821365549,1,0,2017-03-20 11:28:45,1
27,56aec740f1ef260003e307d6,3.967479674796748,4.0,2.0,4.0,123.0,100.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,1.0,0.5,5.261230179883386,22.864651967256137,19.09245419532694,3.0369589952669456,1,0,2017-02-15 00:00:00,1
539,56aec740f1ef260003e307d6,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,1.0,0.0,0.6570527436627507,0.9166864577580643,1.4205496414334668,2.578572068933694,2.1870887936748797,1.67387509418596,1,0,2017-03-20 00:00:00,1
28,56aec740f1ef260003e307d6,3.6102941176470575,4.0,2.0,4.0,136.0,1.0,3.6666666666666665,0.0,10.0,0.0833333333333333,0.0,1.0,403.0,351.0,12.0,2.0,1.0,0.6,5.378631080689032,23.672652718349177,14.019335077037585,4.769155217655922,1,0,2017-03-20 00:00:00,1
29,56aec740f1ef260003e307d6,3.4318181818181817,3.0,3.0,4.0,44.0,15.0,5.666666666666668,1.0,14.0,0.3333333333333333,0.0,2.0,388.0,108.0,6.0,2.0,0.0,1.0,4.097607179378114,23.14699190025012,13.54360354012921,4.588422461653816,0,0,2017-02-24 00:00:00,1
30,56aec740f1ef260003e307d6,2.7142857142857144,3.0,1.0,4.0,42.0,18.0,2.1,0.0,10.0,2.9,0.0,9.0,153.0,84.0,10.0,0.0,1.0,0.6666666666666666,4.046806533373599,16.044811735350596,10.837621194024448,4.378023644103168,1,0,2016-07-18 23:00:00,0
31,56aec740f1ef260003e307d6,4.0,4.0,4.0,4.0,52.0,4.0,8.093023255813954,0.0,23.0,0.7906976744186046,0.0,12.0,412.0,312.0,43.0,2.0,0.926829268292683,0.9770318021201413,4.281510500607993,23.721843006261828,18.851158752863327,3.657654270423655,1,0,2017-03-19 13:07:15,1
32,56aec740f1ef260003e307d6,3.823204419889503,4.0,1.0,4.0,181.0,4.0,2.697674418604651,0.0,15.0,0.372093023255814,0.0,6.0,404.0,351.0,43.0,2.0,0.0,0.9464285714285714,5.715771896751212,23.549027172221667,18.60504804839334,4.1534462152289535,0,0,2017-03-19 00:00:00,1
33,56aec740f1ef260003e307d6,3.9960317460317465,4.0,3.0,4.0,252.0,1.0,5.871794871794871,0.0,20.0,0.5128205128205128,0.0,3.0,412.0,340.0,39.0,2.0,0.9375,0.9714285714285714,6.111615940603214,23.746383033824895,15.284053858954502,3.73629558221496,0,0,2017-03-20 00:00:00,1
36,56aec740f1ef260003e307d6,3.4502369668246446,3.0,2.0,4.0,211.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,175.0,175.0,1.0,0.0,0.9473684210526315,0.9960629921259843,5.898496808930284,23.549027172221667,13.741129847900057,5.868715336888218,1,0,2017-03-20 18:00:17,1
38,56aec740f1ef260003e307d6,2.7301587301587302,3.0,1.0,4.0,63.0,3.0,8.333333333333334,5.0,13.0,1.0,0.0,3.0,365.0,339.0,3.0,2.0,1.0,1.0,4.495450125133908,22.942149968829582,11.811908085408687,5.528046818625451,1,0,2017-03-10 07:17:03,1
40,56aec740f1ef260003e307d6,2.0,2.0,2.0,2.0,1.0,1.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.0,1.0,1.1200527535574272,0.0,0.0,3.0369589952669456,0,0,2016-10-25 05:39:46,1
43,56aec740f1ef260003e307d6,3.888888888888889,4.0,1.0,4.0,45.0,7.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,4.1222134810747475,12.732321896208187,10.068342673391365,3.0369589952669456,0,0,2017-01-05 00:00:00,1
45,56aec740f1ef260003e307d6,3.736842105263158,4.0,1.0,4.0,19.0,6.0,2.9411764705882355,0.0,8.0,0.6470588235294118,0.0,3.0,243.0,124.0,17.0,0.0,0.9,0.8857142857142857,3.213016304901022,18.88705612875036,13.112229419810715,1.8718616632464409,0,0,2016-11-08 16:21:17,1
47,56aec740f1ef260003e307d6,3.4,4.0,2.0,4.0,15.0,7.0,10.066666666666666,4.0,28.0,1.1333333333333333,0.0,6.0,132.0,58.0,15.0,2.0,0.0,1.0,2.9787635541340487,14.44342283847063,9.359211316179943,2.0406272881142216,1,0,2017-03-16 12:07:26,1
51,56aec740f1ef260003e307d6,3.141025641025641,3.0,2.0,4.0,78.0,1.0,8.333333333333334,6.0,11.0,0.0,0.0,0.0,387.0,351.0,3.0,2.0,1.0,0.9629629629629629,4.736705664109701,23.121529365852417,9.470221962774882,6.134443935994793,1,0,2017-03-20 00:00:00,1
52,56aec740f1ef260003e307d6,3.50354609929078,4.0,1.0,4.0,141.0,5.0,2.204081632653061,0.0,11.0,1.1224489795918366,0.0,9.0,308.0,160.0,49.0,0.0,0.8823529411764706,0.9649122807017544,5.420962583431871,21.024742581977574,15.33961121918249,2.731200154865026,0,0,2016-12-18 00:00:00,1
55,56aec740f1ef260003e307d6,2.5,1.0,1.0,4.0,12.0,17.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,1.0,0.8571428571428571,2.7650514420781525,17.337260781413846,14.432195771873587,3.0369589952669456,0,0,2016-10-02 23:00:00,1
58,56aec740f1ef260003e307d6,3.02013422818792,3.0,3.0,4.0,149.0,6.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,1.0,1.0,5.4858095593361025,23.549027172221667,13.91329480515246,3.0369589952669456,0,0,2017-03-16 00:00:00,1
59,56aec740f1ef260003e307d6,3.96,4.0,1.0,4.0,150.0,4.0,4.4,0.0,10.0,0.0,0.0,0.0,389.0,351.0,10.0,2.0,0.8076923076923077,0.9655172413793104,5.493681169685853,23.172414169754234,13.67574949616992,6.134443935994793,1,0,2017-03-20 00:00:00,1
61,56aec740f1ef260003e307d6,3.125,3.0,2.0,4.0,32.0,74.0,7.5,5.0,9.0,0.75,0.0,2.0,261.0,254.5,4.0,2.0,1.0,0.9090909090909091,3.753709497165099,19.61496621193834,15.861921441105602,5.565368204781536,1,0,2016-10-24 09:27:40,1
64,56aec740f1ef260003e307d6,3.032608695652174,4.0,1.0,4.0,92.0,1.0,5.2727272727272725,1.0,10.0,1.3636363636363635,0.0,7.0,153.0,111.0,11.0,0.0,1.0,0.9411764705882353,4.925298617032154,15.476417223603596,10.621207125663359,4.09762431401368,0,0,2016-07-28 23:00:00,1
65,56aec740f1ef260003e307d6,2.736842105263158,3.0,1.0,4.0,19.0,3.0,3.1818181818181817,0.0,19.0,1.0,0.0,3.0,64.0,37.0,11.0,0.0,0.0,1.0,3.213016304901022,10.265859037288731,7.951968501390284,1.1283874038607262,1,0,2016-04-28 18:52:27,1
66,56aec740f1ef260003e307d6,3.2571428571428567,4.0,1.0,4.0,35.0,48.0,5.375,1.0,17.0,2.125,0.0,7.0,368.0,278.0,8.0,0.0,1.0,0.9454545454545454,3.849541388533134,22.70851230181213,15.879478157896909,4.663782582169211,1,0,2017-02-14 13:43:40,1
67,56aec740f1ef260003e307d6,3.0754716981132075,4.0,1.0,4.0,106.0,24.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,1.0,0.9824561403508771,5.088515781610343,22.78677438435035,18.226289318833484,3.0369589952669456,1,0,2017-03-05 00:00:00,1
68,56aec740f1ef260003e307d6,3.0217391304347827,3.0,3.0,4.0,92.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,340.0,340.0,1.0,2.0,0.5,1.0,4.925298617032154,23.524189481262066,18.932113599176212,6.134443935994793,0,0,2017-03-18 00:00:00,1
69,56aec740f1ef260003e307d6,3.655172413793104,4.0,1.0,4.0,232.0,1.0,9.5,5.0,16.0,0.75,0.0,2.0,397.0,351.0,4.0,2.0,0.9230769230769231,0.963963963963964,6.012165893985217,23.549027172221667,17.536815583818317,6.134443935994793,0,0,2017-03-19 00:00:00,1
71,56aec740f1ef260003e307d6,3.1012658227848102,3.0,1.0,4.0,79.0,1.0,5.666666666666668,5.0,6.0,0.3333333333333333,0.0,1.0,190.0,179.0,3.0,2.0,1.0,0.8571428571428571,4.751195129659512,16.94799997137276,12.780719185938656,5.861355635000372,0,0,2016-08-16 23:00:00,1
72,56aec740f1ef260003e307d6,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,0.7016414630036356,14.2946022020096,10.300969486583732,3.0369589952669456,0,0,2016-09-05 23:00:00,1
73,56aec740f1ef260003e307d6,3.818840579710145,4.0,3.0,4.0,138.0,8.0,11.2,4.0,21.0,1.4,0.0,4.0,279.0,259.0,5.0,2.0,1.0,0.967741935483871,5.395738533527084,23.14699190025012,18.140476778179714,5.184347947708206,0,0,2017-03-03 00:00:00,1
74,56aec740f1ef260003e307d6,3.933852140077821,4.0,1.0,4.0,257.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,403.0,351.0,3.0,2.0,1.0,0.8461538461538461,6.135296438224245,23.549027172221667,13.521395989577249,6.134443935994793,1,0,2017-03-20 00:00:00,1
75,56aec740f1ef260003e307d6,3.5507246376811588,4.0,1.0,4.0,69.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,125.0,125.0,1.0,2.0,0.9166666666666666,0.9523809523809523,4.597822363112636,14.041795137655244,9.433415082541504,5.440040901827362,1,0,2016-07-13 11:02:52,1
76,56aec740f1ef260003e307d6,3.4324324324324325,4.0,1.0,4.0,74.0,41.0,1.0,0.0,5.0,0.2666666666666666,0.0,2.0,292.0,278.0,15.0,0.0,1.0,0.9666666666666667,4.676944638342572,20.61012977365019,17.64210602194821,5.839032549391273,0,0,2016-12-01 00:00:00,1
78,56aec740f1ef260003e307d6,3.3076923076923075,3.0,3.0,4.0,13.0,26.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.0,0.9,2.8408268910805474,15.654334046623726,13.47682093555908,3.0369589952669456,1,0,2016-10-16 23:00:00,1
79,56aec740f1ef260003e307d6,4.0,4.0,4.0,4.0,193.0,6.0,11.038461538461537,0.0,38.0,1.1538461538461535,0.0,7.0,413.0,309.0,26.0,2.0,0.9153439153439153,0.9735099337748344,5.792102961284222,23.746383033824895,15.449838305345345,2.4359864343741005,1,0,2017-03-20 09:03:28,1
80,56aec740f1ef260003e307d6,3.333333333333333,3.0,3.0,4.0,3.0,1.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,1.6557301330071357,1.8310034938023214,0.7882737174762975,3.0369589952669456,1,0,2016-09-29 23:00:00,1
81,56aec740f1ef260003e307d6,2.9545454545454546,3.0,1.0,4.0,22.0,2.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,1.0,1.0,3.3619440584627895,14.394047729094414,10.235247975537467,3.0369589952669456,0,0,2016-09-20 23:00:00,1
82,56aec740f1ef260003e307d6,3.5,3.0,3.0,4.0,4.0,77.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.0,1.0,1.8492576277585893,13.353897779536679,12.386002786847145,3.0369589952669456,1,0,2016-08-31 23:00:00,1
83,56aec740f1ef260003e307d6,3.5789473684210527,4.0,1.0,4.0,19.0,1.0,6.8125,0.0,30.0,1.25,0.0,7.0,388.0,287.5,16.0,0.0,1.0,0.96,3.213016304901022,23.14699190025012,18.687635286445303,3.9779545415915964,1,0,2017-02-24 00:00:00,1
84,56aec740f1ef260003e307d6,3.0185185185185186,3.0,2.0,4.0,54.0,32.0,4.333333333333333,2.0,8.0,0.5555555555555556,0.0,2.0,370.0,323.0,9.0,2.0,0.0,0.9722222222222222,4.323366075375021,22.96789912007999,18.4940539467767,3.73629558221496,0,0,2017-02-17 00:00:00,1
85,56aec740f1ef260003e307d6,2.9090909090909087,3.0,2.0,3.0,11.0,9.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.0,1.0,2.6838620347627686,15.872897270073489,12.828837055978447,3.0369589952669456,0,0,2017-02-23 11:19:57,1
86,56aec740f1ef260003e307d6,2.5,2.0,2.0,4.0,8.0,17.0,2.0,1.0,3.0,0.3333333333333333,0.0,1.0,274.0,273.0,3.0,1.0,1.0,1.0,2.3981175076147205,19.93354145005661,14.269153769810327,6.134443935994793,0,0,2016-12-17 00:00:00,1
87,56aec740f1ef260003e307d6,3.9642857142857135,4.0,3.0,4.0,84.0,18.0,4.0,1.0,7.0,0.0,0.0,0.0,386.0,351.0,2.0,2.0,1.0,0.9259259259259259,4.8211482173999585,23.44944853579596,17.01123148281096,6.134443935994793,1,0,2017-03-15 00:00:00,1
89,56aec740f1ef260003e307d6,3.0064935064935066,3.0,1.0,4.0,154.0,1.0,17.0,3.0,32.0,3.636363636363636,0.0,10.0,361.0,195.0,11.0,0.0,0.9333333333333333,0.9632352941176471,5.524675799287261,22.444796459323065,14.905759436113192,1.4339280585840293,1,0,2017-03-14 12:20:44,1
90,56aec740f1ef260003e307d6,3.1596638655462184,3.0,1.0,4.0,119.0,1.0,3.55,0.0,17.0,0.5,0.0,2.0,188.0,131.5,20.0,2.0,1.0,0.9428571428571428,5.22272745392529,16.86864372227855,11.757721820927259,2.0406272881142216,1,0,2016-08-16 23:00:00,0
91,56aec740f1ef260003e307d6,3.2830188679245285,4.0,1.0,4.0,53.0,1.0,7.071428571428571,1.0,19.0,0.3571428571428571,0.0,2.0,374.0,148.5,14.0,2.0,1.0,0.9836065573770492,4.302621878064351,22.96789912007999,13.609910185452138,0.7049218821365549,0,0,2017-02-17 00:00:00,1
92,56aec740f1ef260003e307d6,2.643835616438356,3.0,1.0,4.0,73.0,3.0,4.0,1.0,7.0,0.5,0.0,1.0,384.0,351.0,2.0,2.0,1.0,0.989010989010989,4.661530286771687,23.47440031551035,13.204749121924374,6.134443935994793,0,0,2017-03-10 00:00:00,1
94,56aec740f1ef260003e307d6,2.6262626262626263,4.0,1.0,4.0,99.0,8.0,1.303030303030303,0.0,7.0,0.5454545454545454,0.0,4.0,402.0,351.0,33.0,0.0,0.8888888888888888,0.9607843137254902,5.009638257511512,23.499313913013744,20.03860019823179,5.095540626201598,0,0,2017-03-10 00:00:00,1
95,56aec740f1ef260003e307d6,3.3617021276595747,4.0,1.0,4.0,94.0,2.0,5.606060606060606,0.0,19.0,0.5151515151515151,0.0,3.0,402.0,183.0,33.0,2.0,1.0,0.9593023255813954,4.949998068462807,23.499313913013744,12.258886032181847,2.4359864343741005,0,0,2017-03-17 00:00:00,1
96,56aec740f1ef260003e307d6,2.2976190476190474,1.0,1.0,4.0,84.0,1.0,4.833333333333333,1.0,9.0,0.6666666666666666,0.0,4.0,328.0,191.5,6.0,2.0,0.7647058823529411,0.9787234042553191,4.8211482173999585,21.541268388059223,14.88646948722197,2.1878413910625008,0,0,2017-03-17 00:00:00,1
97,56aec740f1ef260003e307d6,2.1875,2.0,1.0,3.0,16.0,6.0,8.0,8.0,8.0,0.0,0.0,0.0,111.0,111.0,1.0,2.0,0.0,1.0,3.0419569552312287,23.09602639876522,12.386002786847145,5.290369442350188,0,0,2017-03-01 13:38:11,1
98,56aec740f1ef260003e307d6,3.4736842105263164,3.0,3.0,4.0,19.0,22.0,17.75,5.0,32.0,0.5,0.0,2.0,399.0,237.5,4.0,2.0,0.0,1.0,3.213016304901022,23.44944853579596,12.436329704363914,4.0392134060114495,1,0,2017-03-08 00:00:00,1
99,56aec740f1ef260003e307d6,3.138888888888889,3.0,2.0,4.0,36.0,5.0,11.0,1.0,18.0,1.3333333333333333,0.0,3.0,156.0,128.5,6.0,2.0,0.0,1.0,3.8798244609204313,15.742260082260799,11.703178785035568,3.946165149570342,1,0,2017-03-20 00:00:00,1
100,56aec740f1ef260003e307d6,4.0,4.0,4.0,4.0,186.0,1.0,5.433333333333334,1.0,17.0,0.8333333333333334,0.0,4.0,275.0,147.5,30.0,1.0,0.3333333333333333,0.9849056603773585,5.74814689875096,19.965004150895137,11.998834770724256,4.283081602467896,1,0,2017-03-20 07:11:08,1
102,56aec740f1ef260003e307d6,3.7540983606557377,4.0,1.0,4.0,244.0,1.0,13.0625,2.0,29.0,3.25,0.0,14.0,412.0,143.5,16.0,0.0,0.91,0.9943502824858758,6.0727750401271665,23.746383033824895,13.71938688570153,2.815269049050505,1,0,2017-03-20 00:00:00,1
103,56aec740f1ef260003e307d6,3.945,4.0,2.0,4.0,200.0,4.0,5.9642857142857135,0.0,29.0,1.3214285714285714,0.0,7.0,405.0,196.5,28.0,0.0,0.9166666666666666,0.983957219251337,5.8345620559266544,23.573827136878258,13.454452770819039,3.9779545415915964,0,0,2017-03-20 00:00:00,1
